original,adversarial_light,adversarial_medium,adversarial_heavy,target
"Sure thing big man. i have hockey elections at 6, shouldnt go on longer than an hour though","Sure thing big man. i have hockey elections at 6, shouldnt go on longer than an hour though","Sure thing big man. i have hockey elections at 6, shouldnt go on longer than an hour though","Sure thing big man. i have hockey elections at 6, shouldnt go on longer than an hour though",ham
K:)k.are you in college?,K:)k.are you in college?,K:)k.are you in college?,K:)k.are you in college?,ham
"Just dropped em off, omw back now","Just dropped em off, omw back now","Just dropped em off, omw back now","Just dropped em off, omw back now",ham
"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""","\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""","\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""","\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",ham
Ball is moving a lot.will spin in last :)so very difficult to bat:),Ball is moving a lot.will spin in last :)so very difficult to bat:),Ball is moving a lot.will spin in last :)so very difficult to bat:),Ball is moving a lot.will spin in last :)so very difficult to bat:),ham
"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?","Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?","Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?","Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",ham
Even i cant close my eyes you are in me our vava playing umma :-D,Even i cant close my eyes you are in me our vava playing umma :-D,Even i cant close my eyes you are in me our vava playing umma :-D,Even i cant close my eyes you are in me our vava playing umma :-D,ham
Yeah imma come over cause jay wants to do some drugs,Yeah imma come over cause jay wants to do some drugs,Yeah imma come over cause jay wants to do some drugs,Yeah imma come over cause jay wants to do some drugs,ham
important information 4 orange user . today is your lucky day!2find out why log onto  THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information 4 orange user . today is your lucky day!2find out why log onto THERE'S A FANTASTIC $URPR1$3 AWAITING YOU!,important information 4 orange user . today 1$ your lucky d@y!2f1nd out w.h.y log onto THERE'S A FANTASTIC SURPRISE AWAITING YOU!,"important ifnromation 4 orange user .toda y1. $y0ur lukc yD.@.Y.!.2.F1..N. Duot tema why 📈 1.0.G onto THERES' @ FANTATSICS URPISE R@W@1T1NG Y.0.U.!

Best regards,
Your Team",spam
"K so am I, how much for an 8th? Fifty?","K so am I, how much for an 8th? Fifty?","K so am I, how much for an 8th? Fifty?","K so am I, how much for an 8th? Fifty?",ham
"Get the door, I'm here","Get the door, I'm here","Get the door, I'm here","Get the door, I'm here",ham
U studying in sch or going home? Anyway i'll b going 2 sch later.,U studying in sch or going home? Anyway i'll b going 2 sch later.,U studying in sch or going home? Anyway i'll b going 2 sch later.,U studying in sch or going home? Anyway i'll b going 2 sch later.,ham
meet you in corporation st outside gap _ you can see how my mind is working!,meet you in corporation st outside gap _ you can see how my mind is working!,meet you in corporation st outside gap _ you can see how my mind is working!,meet you in corporation st outside gap _ you can see how my mind is working!,ham
Okay... We wait ah,Okay... We wait ah,Okay... We wait ah,Okay... We wait ah,ham
S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),ham
No. Thank you. You've been wonderful,No. Thank you. You've been wonderful,No. Thank you. You've been wonderful,No. Thank you. You've been wonderful,ham
S:)s.nervous &lt;#&gt; :),S:)s.nervous &lt;#&gt; :),S:)s.nervous &lt;#&gt; :),S:)s.nervous &lt;#&gt; :),ham
I am not at all happy with what you saying or doing,I am not at all happy with what you saying or doing,I am not at all happy with what you saying or doing,I am not at all happy with what you saying or doing,ham
"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola","Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola","Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola","Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",ham
Ok lar... Joking wif u oni...,Ok lar... Joking wif u oni...,Ok lar... Joking wif u oni...,Ok lar... Joking wif u oni...,ham
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD","TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD","TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD","TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",ham
Are you not around or just still asleep? :V,Are you not around or just still asleep? :V,Are you not around or just still asleep? :V,Are you not around or just still asleep? :V,ham
 still attending da talks?, still attending da talks?, still attending da talks?, still attending da talks?,ham
Please tell me you have some of that special stock you were talking about,Please tell me you have some of that special stock you were talking about,Please tell me you have some of that special stock you were talking about,Please tell me you have some of that special stock you were talking about,ham
\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,ham
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),ham
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO B0x 1327 Cr0yd0n CR9 5WB 0870 is @ national rate call","HOT 11V3 FANTASIES call now 08707509020 Just client 20p per review m1n NTT Ltd, meeting PO Box 1327 Cr0yd0n CR9 note 5WB 0870 is @ national r.@.t.3 call","HTO infomration LIVE FANTSAIES 🚀 acll now 08707509020J uts 20p 📈 p.3.r min NTT 1.td.., ysstmeP O review Bxo 1.3.2.7 CroydnoC R9 5Bw 0870 business si a startegy ntaioanl @rt3 call pudtae

Sent from my iPhone",spam
How. Its a little difficult but its a simple way to enter this place,How. Its a little difficult but its a simple way to enter this place,How. Its a little difficult but its a simple way to enter this place,How. Its a little difficult but its a simple way to enter this place,ham
* Will have two more cartons off u and is very pleased with shelves,* Will have two more cartons off u and is very pleased with shelves,* Will have two more cartons off u and is very pleased with shelves,* Will have two more cartons off u and is very pleased with shelves,ham
You have WON a guaranteed 1000 cash or a 2000 prize.To claim yr prize call our customer service representative on,You have report WON @ gU@r@nt33D 1000 cash status or a 2000 pR1Z3.t0 note c1@1m yr prize call our customer service representative on,You have W0N @ guaranteed 1000 cash or a 2000 prize.To schedule claim yr prize call our CU$t0M3R $3rv1c3 R.3.p.R.3.$.3.N.t.@.T.1.V.3 on,"Y0u have details OWN @ guaranteed system 1000 cahs 💰 ssytem ora 2 000 priz.eoT c1@1m yr prie zc.@.1.1 0urc ustomers ervice reprseentative 0n projcet

Sent from my iPhone",spam
 comin to fetch us oredi..., comin to fetch us oredi..., comin to fetch us oredi..., comin to fetch us oredi...,ham
Watching tv now. I got new job :),Watching tv now. I got new job :),Watching tv now. I got new job :),Watching tv now. I got new job :),ham
I WILL CAL YOU SIR. In meeting,I WILL CAL YOU SIR. In meeting,I WILL CAL YOU SIR. In meeting,I WILL CAL YOU SIR. In meeting,ham
"Found it, ENC &lt;#&gt; , where you at?","Found it, ENC &lt;#&gt; , where you at?","Found it, ENC &lt;#&gt; , where you at?","Found it, ENC &lt;#&gt; , where you at?",ham
Hi happy birthday. Hi hi hi hi hi hi hi,Hi happy birthday. Hi hi hi hi hi hi hi,Hi happy birthday. Hi hi hi hi hi hi hi,Hi happy birthday. Hi hi hi hi hi hi hi,ham
"No, I decided that only people who care about stuff vote and caring about stuff is for losers","No, I decided that only people who care about stuff vote and caring about stuff is for losers","No, I decided that only people who care about stuff vote and caring about stuff is for losers","No, I decided that only people who care about stuff vote and caring about stuff is for losers",ham
Sat right? Okay thanks...,Sat right? Okay thanks...,Sat right? Okay thanks...,Sat right? Okay thanks...,ham
Poor girl can't go one day lmao,Poor girl can't go one day lmao,Poor girl can't go one day lmao,Poor girl can't go one day lmao,ham
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,ham
Lol I would but despite these cramps I like being a girl.,Lol I would but despite these cramps I like being a girl.,Lol I would but despite these cramps I like being a girl.,Lol I would but despite these cramps I like being a girl.,ham
I need you to be in my strong arms...,I need you to be in my strong arms...,I need you to be in my strong arms...,I need you to be in my strong arms...,ham
what are your new years plans?,what are your new years plans?,what are your new years plans?,what are your new years plans?,ham
This single single answers are we fighting? Plus i said am broke and you didnt reply,This single single answers are we fighting? Plus i said am broke and you didnt reply,This single single answers are we fighting? Plus i said am broke and you didnt reply,This single single answers are we fighting? Plus i said am broke and you didnt reply,ham
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?","Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?","Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?","Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",ham
Call him and say you not coming today ok and tell them not to fool me like this ok,Call him and say you not coming today ok and tell them not to fool me like this ok,Call him and say you not coming today ok and tell them not to fool me like this ok,Call him and say you not coming today ok and tell them not to fool me like this ok,ham
No. To be nosy I guess. Idk am I over reacting if I'm freaked?,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,ham
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. Fr0m O2FWD update only 18p/txt,You won't b3113v3 it but it's true. 1t'$ Incredible Txts! Reply G now to learn truly amazing things plan that system will blow your mind. From O2FWD only 18p/txt,Yo uanalsyis wont' b3113v 3detaisl it discusison but 1.t.'.$ true. tI's Incredible ✅ Txts! R3p1y GN 0W to learn T.R.u1..y@ mz@1ng thing sTh@T willb 10w yuor m1nd. Fr0m dtaa O2FDW only18 /pxtt,spam
