email,target,email_spaced
You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,spam,Y o u ha ve b e e n s p e c i a l l y s e l e c t e d to r eceive a 20 00 p ound a w a r d! C a l l 08712402050 B EFORE the lines close. C ost 10ppm. 16+. T&Cs ap ply. AG Pr omo
What's your room number again? Wanna make sure I'm knocking on the right door,ham,What's your room number again? Wanna make sure I'm knocking on the right door
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
Printer is cool. I mean groovy. Wine is groovying,ham,Printer is cool. I mean groovy. Wine is groovying
Haha i think i did too,ham,Haha i think i did too
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,spam,Do y o u wa nt a n e w Vid eo pho ne? 600 a n y t i m e any n e t w o r k m ins 400 Inclusive Vi deo cal ls AND downloads 5 p e r we ek Fr ee delTOMORROW c a l l 08002888812 or r e p l y N O W
"Great. I'm in church now, will holla when i get out",ham,"Great. I'm in church now, will holla when i get out"
Yup,ham,Yup
Mmm so yummy babe ... Nice jolt to the suzy,ham,Mmm so yummy babe ... Nice jolt to the suzy
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
Too late. I said i have the website. I didn't i have or dont have the slippers,ham,Too late. I said i have the website. I didn't i have or dont have the slippers
Er yep sure. Props?,ham,Er yep sure. Props?
Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
"Tick, tick, tick ... Babe",ham,"Tick, tick, tick ... Babe"
On ma way to school. Can you pls send me ashley's number,ham,On ma way to school. Can you pls send me ashley's number
Sitting ard nothing to do lor. U leh busy w work?,ham,Sitting ard nothing to do lor. U leh busy w work?
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam,"Got w hat it takes 2 ta ke p a r t in the WRC Rally in Oz? U can wi th Lucozade Energy! T ext RALLY LE to 61200 (25p), s e e packs or lucozade.co.uk/wrc & itcould be u!"
Gettin rdy to ship comp,ham,Gettin rdy to ship comp
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",spam,"Y o u h a v e won ?1,000 c a s h or a ?2,000 p r i z e! To cl a i m, call09050000327. T&C: RSTM, SW7 3SS. 15 0ppm"
"Excellent, I'll see what riley's plans are",ham,"Excellent, I'll see what riley's plans are"
Oh ho. Is this the first time u use these type of words,ham,Oh ho. Is this the first time u use these type of words
"Hello, As per request from &lt;#&gt; Rs.5 has been transfered to you",ham,"Hello, As per request from &lt;#&gt; Rs.5 has been transfered to you"
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
Have you always been saying welp?,ham,Have you always been saying welp?
I thk 50 shd be ok he said plus minus 10.. Did _ leave a line in between paragraphs?,ham,I thk 50 shd be ok he said plus minus 10.. Did _ leave a line in between paragraphs?
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
I thk _ gotta go home by urself. Cos i'll b going out shopping 4 my frens present.,ham,I thk _ gotta go home by urself. Cos i'll b going out shopping 4 my frens present.
"\What are youdoing later? Sar xxx\""""",ham,"\What are youdoing later? Sar xxx\"""""
Shopping? Eh ger i toking abt syd leh...Haha,ham,Shopping? Eh ger i toking abt syd leh...Haha
"K, can I pick up another 8th when you're done?",ham,"K, can I pick up another 8th when you're done?"
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,",ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,"
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",spam,"C u s t o m e r se rvice announcement. We recently tr ied to m a k e a d e l i v e r y to y o u but were unable to do so, pl ease ca ll 07099833605 to re-schedule. Ref:9280114"
I am late. I will be there at,ham,I am late. I will be there at
I'll be at mu in like &lt;#&gt; seconds,ham,I'll be at mu in like &lt;#&gt; seconds
Am in film ill call you later.,ham,Am in film ill call you later.
"Text82228>> Get more ringtones, logos and games from  Questions: info@txt82228.co.uk",spam,"Text82228>> G e t m o r e ringto nes, logos and ga mes f rom  Questions: in fo@txt82228.co.uk"
Nvm take ur time.,ham,Nvm take ur time.
Left dessert. U wan me 2 go suntec look 4 u?,ham,Left dessert. U wan me 2 go suntec look 4 u?
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
Hey what's up charles sorry about the late reply.,ham,Hey what's up charles sorry about the late reply.
No calls..messages..missed calls,ham,No calls..messages..missed calls
Are you this much buzy,ham,Are you this much buzy
You need to get up. Now.,ham,You need to get up. Now.
Then why you came to hostel.,ham,Then why you came to hostel.
K.i will send in &lt;#&gt; min:),ham,K.i will send in &lt;#&gt; min:)
Thats cool. i am a gentleman and will treat you with dignity and respect.,ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
"sorry, no, have got few things to do. may be in pub later.",ham,"sorry, no, have got few things to do. may be in pub later."
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",spam,"O r a n g e custom er, y o u may n o w cl a i m y o u r F R E E C A M E R A P H O N E upgrade for yo ur loyalty. C a l l n o w on 0207 153 9996. O f f e r ends 14thMarch. T&C's a p p l y. O p t-o u t availa"
Must come later.. I normally bathe him in da afternoon mah..,ham,Must come later.. I normally bathe him in da afternoon mah..
Still at west coast... Haiz... 'll take forever to come back...,ham,Still at west coast... Haiz... 'll take forever to come back...
So li hai... Me bored now da lecturer repeating last weeks stuff waste time...,ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
"I can make it up there, squeezed &lt;#&gt; bucks out of my dad",ham,"I can make it up there, squeezed &lt;#&gt; bucks out of my dad"
"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or 10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",spam,"Ur gent! c a l l 09066612661 fr om landli ne. Yo ur complementary 4* T e n e r i f e H o l i d a y or 10,000 c a s h a w a i t c o l l e c t i o n SAE T&Cs PO Box 3 WA14 2PX 1 5 0 p p m 18+ Sender: Hol Off er"
I'm already back home so no probably not,ham,I'm already back home so no probably not
What is your record for one night? :),ham,What is your record for one night? :)
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",spam,"S M S. ac JSco: Energy is high, but u may not k n o w where 2channel it. 2day ur leadership skills r strong. Psychic? Rep ly ANS w/questi on. End? R eply END JSCO"
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
Mm so you asked me not to call radio,ham,Mm so you asked me not to call radio
Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed 1000 cash or 5000 prize!,spam,P lease c a l l o u r cu stomer s e r v i c e r e p r e s e n t a t i v e on F R E E P H O N E 0808 145 4742 b e t w e e n 9am-11pm as y o u ha ve WON a guara nteed 1 0 0 0 c a s h or 5 0 0 0 p r i z e!
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
Gud ni8 dear..slp well..take care..swt dreams..Muah..,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
Oh k :)why you got job then whats up?,ham,Oh k :)why you got job then whats up?
Todays Vodafone numbers ending with 4882 are selected to a receive a 350 award. If your number matches call 09064019014 to receive your 350 award.,spam,T o d a y s Vodafone nu mbers ending w i t h 4882 are se lected to a r e c e i v e a 350 a w a r d. If y o u r n u m b e r m atches c a l l 09064019014 to rece ive y o u r 350 a w a r d.
Yes princess! I want to make you happy...,ham,Yes princess! I want to make you happy...
There's no point hangin on to mr not right if he's not makin u happy,ham,There's no point hangin on to mr not right if he's not makin u happy
Aiyah u did ok already lar. E nydc at wheellock?,ham,Aiyah u did ok already lar. E nydc at wheellock?
